,Regressor,Method,k,n_rep,EC,EC_vec_sd,EC_scalar_sd,EC_median,EC_1%,EC_5%,EC_25%,EC_50%,EC_75%,EC_95%,EC_99%,EC_max,EC_min,MAE,MAE_sd,MAPE,MAPE_sd,MSqE,MSqE_sd,RMSqE,RMSqE_sd,R2,R2_sd,Abs_Err_Std,Abs_Err_Std_sd
0,LinReg,ratio,5,5,0.8412976698057946,0.13855644995600547,0.07182817345070898,0.9157231189728274,0.10621954076101403,0.36859396216692863,0.7912911517536014,0.9157231189728274,0.9803624049747561,1.0,1.0,1.0,0.009620922824897371,86.78386615085289,0.3145144754453184,2.6623576011424257,0.04315691026772215,14267.232346204279,134.48326860962305,119.444247498364,0.5628107973268237,0.6212865725221396,0.0035697616999365613,82.12884546853266,0.516718609300439
1,LinReg,ratio-diff,5,5,0.10357865811075063,0.11212545323921677,0.047016680116506365,0.043992203884109855,0.0,0.0,0.009916162411457843,0.043992203884109855,0.11651307965489266,0.4613538164151324,0.8079593844673161,0.9809415145677087,0.0,86.78386615085289,0.3145144754453184,2.6623576011424257,0.04315691026772215,14267.232346204279,134.48326860962305,119.444247498364,0.5628107973268237,0.6212865725221396,0.0035697616999365613,82.12884546853266,0.516718609300439
2,LinReg,ratio-signed,5,5,0.8189712002812369,0.20145519954861957,0.08243244703535042,0.9154672895254137,-0.486413063933462,0.2584060862688955,0.7884591763569271,0.9154672895254137,0.9802817324632442,1.0,1.0,1.0,-0.9919496404360364,86.78386615085289,0.3145144754453184,2.6623576011424257,0.04315691026772215,14267.232346204279,134.48326860962305,119.444247498364,0.5628107973268237,0.6212865725221396,0.0035697616999365613,82.12884546853266,0.516718609300439
3,LinReg,ratio-diff-signed,5,5,0.07837863118992851,0.0866643637466076,0.036137271168758076,0.03997655996400305,-0.5665582980292576,0.0,0.0068778292693819935,0.03997655996400305,0.10522840625787983,0.3884770860591886,0.7530441617520478,0.9764113677889826,-0.9809415145677087,86.78386615085289,0.3145144754453184,2.6623576011424257,0.04315691026772215,14267.232346204279,134.48326860962305,119.444247498364,0.5628107973268237,0.6212865725221396,0.0035697616999365613,82.12884546853266,0.516718609300439
4,LinReg,intersection_union_sample,5,5,0.44148587102098535,0.42860042699894085,0.041720031605171834,0.3784260965284913,0.0,0.0,0.0,0.3784260965284913,0.9179704002072293,1.0,1.0,1.0,0.0,86.78386615085289,0.3145144754453184,2.6623576011424257,0.04315691026772215,14267.232346204279,134.48326860962305,119.444247498364,0.5628107973268237,0.6212865725221396,0.0035697616999365613,82.12884546853266,0.516718609300439
5,LinReg,intersection_union_all,5,5,0.29194794472783575,0.009943881521506614,NA,0.2890806755899842,0.28231392429042934,0.28231392429042934,0.2856190837634057,0.2890806755899842,0.29291607802611686,0.3136477896882358,0.32262499789797194,0.32262499789797194,0.28231392429042934,86.78386615085289,0.3145144754453184,2.6623576011424257,0.04315691026772215,14267.232346204279,134.48326860962305,119.444247498364,0.5628107973268237,0.6212865725221396,0.0035697616999365613,82.12884546853266,0.516718609300439
6,LinReg,negative_incon,5,5,0.2283414340936809,0.6470595586196166,0.032790133448750994,0.3784260965284913,-0.5,-0.5,-0.4772644154045694,0.3784260965284913,0.9179704002072293,1.0,1.0,1.0,-0.5,86.78386615085289,0.3145144754453184,2.6623576011424257,0.04315691026772215,14267.232346204279,134.48326860962305,119.444247498364,0.5628107973268237,0.6212865725221396,0.0035697616999365613,82.12884546853266,0.516718609300439
7,LinReg,positive_incon,5,5,130.40900320754045,152.57160249674467,0.9458856024856592,80.16713543492716,2.2460180118742983,7.39404064965284,34.81697101026097,80.16713543492716,160.89628870456772,503.5509144415557,726.4171354349271,921.9587887045677,0.3134258273130399,86.78386615085289,0.3145144754453184,2.6623576011424257,0.04315691026772215,14267.232346204279,134.48326860962305,119.444247498364,0.5628107973268237,0.6212865725221396,0.0035697616999365613,82.12884546853266,0.516718609300439
8,LinReg,intersection_union_distance,5,5,95.13825111058485,161.85266283300464,2.000129812825506,16.353663727724495,0.0,0.0,5.227564065438742,16.353663727724495,111.52919502839555,503.5509144415557,726.4171354349271,921.9587887045677,0.0,86.78386615085289,0.3145144754453184,2.6623576011424257,0.04315691026772215,14267.232346204279,134.48326860962305,119.444247498364,0.5628107973268237,0.6212865725221396,0.0035697616999365613,82.12884546853266,0.516718609300439
9,Lasso-H,ratio,5,5,0.8417735314109531,0.13939690617232112,0.07165791076056109,0.916039294498689,0.09088308572536169,0.36393640427975127,0.7924635710863184,0.916039294498689,0.9802827920233989,1.0,1.0,1.0,0.007759292293890694,86.77799456305428,0.3086348779952696,2.6608935032208056,0.04249950774128104,14268.446748175385,133.0122915717948,119.44935872969181,0.5566335202084984,0.6212543370947171,0.0035307156717918464,82.14249829637579,0.5141499406827735
10,Lasso-H,ratio-diff,5,5,0.1034547831767995,0.11337053906899154,0.047036043758297376,0.04381992885289905,0.0,0.0,0.00995676380979847,0.04381992885289905,0.11578278829623652,0.4663440297794924,0.8333770375311471,0.9846009015183997,0.0,86.77799456305428,0.3086348779952696,2.6608935032208056,0.04249950774128104,14268.446748175385,133.0122915717948,119.44935872969181,0.5566335202084984,0.6212543370947171,0.0035307156717918464,82.14249829637579,0.5141499406827735
